,myID,0,1
359,ENSG00000156110,0.260107,0.73989296
13202,ENSG00000076604,0.26021796,0.73978204
10897,ENSG00000163221,0.2605162,0.7394838
540,ENSG00000072210,0.2606096,0.73939043
6294,ENSG00000130522,0.2607454,0.7392546
14104,ENSG00000136758,0.26088965,0.7391104
4813,ENSG00000089280,0.26091757,0.73908234
5332,ENSG00000173020,0.26106846,0.7389316
8738,ENSG00000175591,0.26114795,0.7388521
2233,ENSG00000110848,0.26126015,0.73873985
12384,ENSG00000055208,0.2613581,0.7386419
14120,ENSG00000128245,0.26148662,0.7385134
8077,ENSG00000189430,0.26180732,0.7381926
5297,ENSG00000211445,0.26191464,0.7380854
9914,ENSG00000131467,0.26211762,0.7378824
3527,ENSG00000185800,0.26222536,0.7377746
14814,ENSG00000109917,0.2624551,0.7375449
13327,ENSG00000067445,0.26307583,0.7369242
3801,ENSG00000127884,0.26315424,0.73684573
177,ENSG00000111271,0.26323494,0.73676497
4827,ENSG00000129245,0.2632805,0.7367195
3027,ENSG00000062485,0.26335382,0.7366462
8061,ENSG00000123338,0.26347175,0.7365283
2204,ENSG00000186074,0.26348013,0.7365199
10452,ENSG00000150681,0.2635538,0.73644626
12626,ENSG00000160180,0.26360017,0.7363998
9593,ENSG00000171960,0.26365253,0.7363475
7937,ENSG00000162601,0.26388,0.73612
10891,ENSG00000163785,0.26396838,0.7360316
303,ENSG00000160710,0.26399603,0.73600394
9748,ENSG00000131791,0.2642819,0.7357181
153,ENSG00000272772,0.2647189,0.73528117
2863,ENSG00000143207,0.2647215,0.7352784
9893,ENSG00000165916,0.26489618,0.73510385
5746,ENSG00000125944,0.26502076,0.7349793
14,ENSG00000124608,0.26507547,0.7349245
7550,ENSG00000156103,0.2650838,0.73491627
2127,ENSG00000113328,0.26508594,0.7349141
7886,ENSG00000185697,0.26541966,0.73458034
2236,ENSG00000137101,0.26542762,0.7345724
12099,ENSG00000138385,0.26561648,0.7343835
10751,ENSG00000105193,0.2656922,0.73430777
13160,ENSG00000162341,0.26569834,0.7343016
5179,ENSG00000113384,0.26588795,0.734112
7748,ENSG00000110079,0.26590812,0.7340919
7615,ENSG00000196199,0.26606277,0.7339372
13177,ENSG00000047410,0.26606882,0.73393124
8258,ENSG00000132603,0.26612064,0.7338794
1448,ENSG00000169925,0.26623526,0.7337647
8774,ENSG00000128050,0.2662424,0.7337576
2198,ENSG00000198087,0.2662579,0.73374206
2271,ENSG00000143776,0.26630688,0.73369306
10680,ENSG00000197958,0.2663476,0.7336524
5867,ENSG00000115317,0.2663489,0.7336511
5512,ENSG00000140287,0.2665105,0.7334896
4963,ENSG00000001084,0.2666718,0.7333282
9749,ENSG00000072062,0.26691777,0.7330822
1841,ENSG00000143933,0.26702556,0.73297447
13064,ENSG00000127863,0.26703924,0.7329608
270,ENSG00000148848,0.2671408,0.73285913
12294,ENSG00000184900,0.2671724,0.73282754
5195,ENSG00000169704,0.2671846,0.7328154
3890,ENSG00000113790,0.26738352,0.7326165
9588,ENSG00000168938,0.2674225,0.7325775
14309,ENSG00000108175,0.2675439,0.732456
5442,ENSG00000049239,0.2676182,0.7323818
5603,ENSG00000064393,0.26764077,0.73235923
2181,ENSG00000158481,0.2676779,0.7323221
9098,ENSG00000143256,0.26782033,0.73217964
11424,ENSG00000064651,0.26793513,0.7320649
7643,ENSG00000260314,0.26806912,0.73193085
2968,ENSG00000117322,0.26808247,0.73191756
3804,ENSG00000143369,0.26808986,0.73191017
3440,ENSG00000228716,0.26809952,0.7319006
13463,ENSG00000167552,0.26830414,0.73169583
3946,ENSG00000132507,0.26834905,0.731651
7321,ENSG00000085276,0.26852685,0.7314732
8639,ENSG00000116774,0.26853293,0.7314671
1647,ENSG00000173369,0.26857173,0.73142827
8752,ENSG00000070756,0.26865518,0.7313448
3068,ENSG00000077984,0.26871762,0.73128235
14039,ENSG00000186153,0.26881063,0.73118937
6529,ENSG00000133116,0.2690052,0.7309948
9437,ENSG00000141682,0.26905113,0.7309488
8713,ENSG00000154124,0.26914683,0.7308532
11150,ENSG00000161956,0.26920903,0.730791
13197,ENSG00000127191,0.2694758,0.7305241
9607,ENSG00000115241,0.2697047,0.73029524
7921,ENSG00000136286,0.26971024,0.73028976
3860,ENSG00000140598,0.26998663,0.73001343
2674,ENSG00000258227,0.26999468,0.7300053
11945,ENSG00000152583,0.27000448,0.7299956
3690,ENSG00000134755,0.2700594,0.7299406
2180,ENSG00000158485,0.27033433,0.7296657
3154,ENSG00000169248,0.27049342,0.72950655
7786,ENSG00000125148,0.2705385,0.72946155
6244,ENSG00000096433,0.27063522,0.72936475
8039,ENSG00000188554,0.27070382,0.72929615
8554,ENSG00000111581,0.27081192,0.729188
11364,ENSG00000129450,0.27081683,0.7291832
13475,ENSG00000176014,0.2708606,0.7291394
9989,ENSG00000070159,0.2709288,0.7290712
14091,ENSG00000127337,0.27096918,0.7290308
8621,ENSG00000105953,0.27099073,0.7290092
5369,ENSG00000148834,0.27122635,0.72877365
2756,ENSG00000064666,0.27126232,0.72873765
11283,ENSG00000104969,0.27144477,0.7285552
13557,ENSG00000154127,0.2715451,0.72845495
12067,ENSG00000100883,0.2716156,0.7283844
11926,ENSG00000079263,0.27164674,0.72835326
209,ENSG00000122729,0.27173376,0.7282662
10759,ENSG00000186468,0.27191043,0.7280896
2541,ENSG00000134216,0.27207783,0.7279222
9077,ENSG00000127980,0.27207887,0.7279211
2827,ENSG00000169031,0.27215236,0.72784764
13580,ENSG00000156587,0.27217278,0.72782713
802,ENSG00000189058,0.27221653,0.72778356
4487,ENSG00000196159,0.27241027,0.72758967
9391,ENSG00000147872,0.27262017,0.7273798
3053,ENSG00000070770,0.27267963,0.7273204
8406,ENSG00000168743,0.27273053,0.7272695
5102,ENSG00000148672,0.2729619,0.7270381
4734,ENSG00000129654,0.2729814,0.72701854
2957,ENSG00000110090,0.2730313,0.72696865
7090,ENSG00000105695,0.27308467,0.72691536
8304,ENSG00000243678,0.27316856,0.72683144
6224,ENSG00000132470,0.2731779,0.7268221
11919,ENSG00000110693,0.27332306,0.72667694
6592,ENSG00000134539,0.27342048,0.7265795
4564,ENSG00000143226,0.27343246,0.72656757
3109,ENSG00000198730,0.27350187,0.7264981
2831,ENSG00000197565,0.27358848,0.7264116
10523,ENSG00000129465,0.2736003,0.72639966
9982,ENSG00000163629,0.27361187,0.7263881
3257,ENSG00000115866,0.27372745,0.7262726
2129,ENSG00000134480,0.27372786,0.72627205
1074,ENSG00000144848,0.27378795,0.7262121
5835,ENSG00000187522,0.27381244,0.7261876
12536,ENSG00000071564,0.2738412,0.7261588
8293,ENSG00000091106,0.27402195,0.725978
8442,ENSG00000091129,0.27422386,0.72577614
1507,ENSG00000169679,0.2742752,0.72572476
3342,ENSG00000100201,0.27431586,0.72568417
9428,ENSG00000076356,0.27439895,0.725601
4842,ENSG00000180340,0.27460566,0.72539437
6160,ENSG00000090376,0.27467355,0.7253265
12037,ENSG00000090054,0.27468204,0.725318
11838,ENSG00000125743,0.27484235,0.7251576
1303,ENSG00000142867,0.27540258,0.72459745
7014,ENSG00000111321,0.27577576,0.7242242
13835,ENSG00000147852,0.27579212,0.7242078
1082,ENSG00000138363,0.275809,0.724191
14196,ENSG00000105939,0.27581307,0.72418696
6174,ENSG00000213928,0.27604267,0.72395736
11189,ENSG00000124570,0.27608615,0.72391385
10992,ENSG00000073060,0.27617893,0.7238211
9056,ENSG00000134020,0.27622798,0.723772
3820,ENSG00000107223,0.2762905,0.7237095
10895,ENSG00000197747,0.2763084,0.72369164
13639,ENSG00000175567,0.27671865,0.7232813
3107,ENSG00000171793,0.27685586,0.7231442
1648,ENSG00000108561,0.2768917,0.7231083
2925,ENSG00000047457,0.2769128,0.72308713
8186,ENSG00000067141,0.2769835,0.7230165
6226,ENSG00000115221,0.27702072,0.72297925
4220,ENSG00000178896,0.2771246,0.7228753
2303,ENSG00000179242,0.2773135,0.7226865
3922,ENSG00000175390,0.27739364,0.72260636
3065,ENSG00000101439,0.27742064,0.72257936
3422,ENSG00000062282,0.27759343,0.72240657
3867,ENSG00000108947,0.27768004,0.72232
9596,ENSG00000240344,0.27778938,0.7222106
5698,ENSG00000071794,0.27780324,0.72219676
14263,ENSG00000152518,0.27781352,0.72218645
10782,ENSG00000171863,0.2778426,0.72215736
11667,ENSG00000155465,0.27807423,0.72192574
12339,ENSG00000125755,0.27809373,0.7219062
13719,ENSG00000102226,0.27819273,0.7218073
4665,ENSG00000105701,0.27827308,0.7217269
7322,ENSG00000169057,0.2785194,0.7214806
5729,ENSG00000177733,0.27862558,0.7213744
5907,ENSG00000119912,0.2786913,0.7213087
2345,ENSG00000129757,0.27869952,0.7213005
8216,ENSG00000165030,0.27889833,0.7211017
8303,ENSG00000011052,0.27897412,0.72102594
9809,ENSG00000174231,0.27907768,0.7209223
5553,ENSG00000138642,0.2791384,0.7208617
4629,ENSG00000091483,0.27916574,0.72083426
3137,ENSG00000166266,0.27937204,0.72062796
12175,ENSG00000159167,0.27940232,0.7205977
10775,ENSG00000177189,0.27991563,0.7200843
11929,ENSG00000172845,0.27995762,0.72004235
12597,ENSG00000135269,0.27998167,0.7200183
10336,ENSG00000157110,0.28009903,0.71990097
12079,ENSG00000133226,0.28020695,0.7197931
2262,ENSG00000094880,0.28062025,0.7193798
1039,ENSG00000130707,0.2806865,0.7193135
7887,ENSG00000101057,0.28075147,0.7192485
9010,ENSG00000170962,0.28085205,0.719148
3979,ENSG00000103363,0.28100133,0.7189986
12242,ENSG00000135604,0.2811583,0.71884173
4725,ENSG00000125740,0.28133202,0.7186679
7366,ENSG00000143995,0.28146636,0.71853364
11921,ENSG00000005513,0.28150454,0.7184955
181,ENSG00000115361,0.28153268,0.7184673
9432,ENSG00000196576,0.28154776,0.7184522
3716,ENSG00000137857,0.2815661,0.71843386
7932,ENSG00000138119,0.28186855,0.71813154
8324,ENSG00000112992,0.28191355,0.7180864
5440,ENSG00000132475,0.281965,0.718035
10216,ENSG00000116473,0.28197235,0.71802765
9312,ENSG00000170890,0.2819833,0.7180167
2494,ENSG00000000971,0.2820079,0.71799207
8819,ENSG00000148498,0.28210795,0.71789205
6672,ENSG00000172037,0.28218052,0.7178195
42,ENSG00000114770,0.28229648,0.71770346
14023,ENSG00000188064,0.28232378,0.7176762
9463,ENSG00000177666,0.2824204,0.71757954
7902,ENSG00000100345,0.2825678,0.7174322
9486,ENSG00000143442,0.28261337,0.71738666
7189,ENSG00000069956,0.28269023,0.7173098
2216,ENSG00000160654,0.28269482,0.7173051
2522,ENSG00000153922,0.28297004,0.7170299
13604,ENSG00000138629,0.28297237,0.7170276
10718,ENSG00000174444,0.28315285,0.7168472
11831,ENSG00000104852,0.2832621,0.71673787
13171,ENSG00000167460,0.28334236,0.71665764
7141,ENSG00000078018,0.28367797,0.716322
11673,ENSG00000109062,0.2839716,0.71602845
1104,ENSG00000143153,0.2843942,0.71560585
13147,ENSG00000067369,0.28442875,0.7155712
6668,ENSG00000053747,0.2844338,0.7155661
8423,ENSG00000025434,0.28449398,0.715506
4965,ENSG00000089154,0.28451985,0.71548015
6846,ENSG00000135363,0.28456384,0.7154361
6025,ENSG00000115604,0.28467342,0.7153266
9256,ENSG00000102096,0.2850625,0.7149375
12572,ENSG00000197905,0.28522304,0.71477693
5121,ENSG00000146535,0.28525355,0.7147464
11241,ENSG00000116560,0.28527707,0.71472293
8631,ENSG00000138430,0.28532538,0.7146746
1018,ENSG00000111875,0.28545538,0.7145446
1445,ENSG00000185515,0.28558597,0.71441406
8059,ENSG00000071051,0.28560954,0.71439046
14183,ENSG00000163874,0.28567588,0.7143241
2492,ENSG00000197766,0.285729,0.714271
13526,ENSG00000011600,0.28580046,0.7141996
825,ENSG00000103569,0.28593466,0.7140654
5324,ENSG00000215045,0.2860183,0.7139816
11223,ENSG00000107290,0.2861056,0.71389437
4781,ENSG00000170324,0.2861166,0.7138834
10008,ENSG00000151490,0.28616065,0.7138394
8225,ENSG00000144802,0.28654653,0.7134535
34,ENSG00000115657,0.2865856,0.7134144
10549,ENSG00000104889,0.28660774,0.71339226
1019,ENSG00000105011,0.28660956,0.7133904
9663,ENSG00000092020,0.28665483,0.7133451
3731,ENSG00000158050,0.28690308,0.7130969
3093,ENSG00000116761,0.28704286,0.71295714
13357,ENSG00000074319,0.28713274,0.71286726
3776,ENSG00000205250,0.28716606,0.71283394
6860,ENSG00000102910,0.28722927,0.71277076
2208,ENSG00000105383,0.28754127,0.7124588
4496,ENSG00000140092,0.28758296,0.71241707
787,ENSG00000134817,0.28771394,0.71228606
10370,ENSG00000160957,0.2877799,0.71222
10689,ENSG00000108298,0.2878902,0.71210986
5695,ENSG00000204632,0.28812498,0.711875
5819,ENSG00000132196,0.28839183,0.7116082
4683,ENSG00000090554,0.28841263,0.71158737
14047,ENSG00000143184,0.28876185,0.7112382
9237,ENSG00000155629,0.28878936,0.71121067
12737,ENSG00000150455,0.28884196,0.71115804
10277,ENSG00000162521,0.28885895,0.7111411
12411,ENSG00000135801,0.28895253,0.71104753
4692,ENSG00000184922,0.28932622,0.7106737
13802,ENSG00000134215,0.2894423,0.71055764
8641,ENSG00000205927,0.28952378,0.7104763
3830,ENSG00000101210,0.28968418,0.71031576
8069,ENSG00000140396,0.28971618,0.7102838
2814,ENSG00000084636,0.2897269,0.7102731
11674,ENSG00000065054,0.28992015,0.71007985
6673,ENSG00000196878,0.28994876,0.7100513
419,ENSG00000092847,0.2899593,0.71004075
11141,ENSG00000112902,0.2902306,0.7097694
9464,ENSG00000100344,0.29023275,0.7097672
13860,ENSG00000069329,0.29038984,0.7096101
11915,ENSG00000203883,0.29046243,0.7095376
3768,ENSG00000135636,0.290643,0.70935696
13725,ENSG00000184979,0.29073307,0.70926696
11720,ENSG00000101665,0.29075065,0.7092493
8740,ENSG00000182162,0.29078063,0.70921934
5930,ENSG00000068079,0.29084182,0.7091582
10570,ENSG00000164068,0.29086116,0.7091389
14187,ENSG00000100722,0.29087242,0.7091276
2966,ENSG00000203710,0.29092902,0.7090709
5949,ENSG00000159128,0.29095966,0.7090403
10266,ENSG00000266094,0.2910421,0.7089579
1850,ENSG00000070808,0.2911147,0.70888525
1943,ENSG00000105971,0.2912174,0.7087826
6795,ENSG00000204577,0.29156244,0.7084376
4259,ENSG00000170231,0.2918359,0.7081641
13803,ENSG00000155959,0.29183942,0.7081605
5645,ENSG00000197153,0.29193938,0.7080607
6763,ENSG00000116977,0.29196507,0.70803493
11131,ENSG00000153993,0.2922972,0.70770276
5704,ENSG00000143341,0.29230627,0.70769376
2525,ENSG00000170004,0.29235265,0.7076473
12508,ENSG00000089225,0.292446,0.707554
13235,ENSG00000161911,0.29253125,0.70746875
680,ENSG00000183831,0.29255646,0.70744354
7690,ENSG00000105364,0.29261538,0.70738465
7280,ENSG00000112118,0.29265136,0.7073486
13608,ENSG00000185019,0.29281977,0.7071802
2272,ENSG00000198752,0.29306594,0.70693403
8506,ENSG00000162631,0.29317194,0.7068281
13986,ENSG00000161996,0.2932347,0.7067653
10905,ENSG00000197956,0.29325938,0.7067406
9403,ENSG00000123560,0.29399824,0.70600176
3877,ENSG00000135766,0.29422423,0.7057758
12630,ENSG00000105825,0.2943439,0.7056561
5657,ENSG00000272196,0.2944407,0.7055594
10411,ENSG00000111445,0.2944939,0.705506
13617,ENSG00000104517,0.29450175,0.7054982
9330,ENSG00000104368,0.294504,0.705496
5893,ENSG00000108622,0.294666,0.70533407
10961,ENSG00000122122,0.29475123,0.7052488
720,ENSG00000138279,0.29491603,0.7050839
295,ENSG00000163638,0.29493633,0.7050637
7303,ENSG00000137337,0.29510513,0.7048949
10347,ENSG00000180198,0.29541516,0.70458484
3602,ENSG00000106976,0.29544315,0.7045568
6494,ENSG00000138182,0.29570457,0.7042954
9777,ENSG00000126457,0.295899,0.70410097
8252,ENSG00000155438,0.29603404,0.7039659
13254,ENSG00000132109,0.2961449,0.7038551
11714,ENSG00000170365,0.29615664,0.7038434
6707,ENSG00000131023,0.29621947,0.70378053
2335,ENSG00000134058,0.29655066,0.7034493
6805,ENSG00000182541,0.29662848,0.7033715
3854,ENSG00000172638,0.29671916,0.7032808
1830,ENSG00000104327,0.29675615,0.70324385
1944,ENSG00000177469,0.29679447,0.70320547
4762,ENSG00000171051,0.29689452,0.7031055
6008,ENSG00000096996,0.29699558,0.7030044
2396,ENSG00000138778,0.29715294,0.702847
2296,ENSG00000140945,0.29735696,0.70264304
12735,ENSG00000075131,0.2973614,0.70263857
10828,ENSG00000130363,0.29747057,0.70252943
4590,ENSG00000151422,0.2974741,0.7025259
3882,ENSG00000179388,0.29763633,0.70236367
6588,ENSG00000111796,0.29765305,0.7023469
1790,ENSG00000167434,0.2980502,0.7019499
5976,ENSG00000141753,0.29808834,0.7019116
13464,ENSG00000123416,0.29815528,0.7018447
10331,ENSG00000114113,0.29825512,0.70174485
5939,ENSG00000152778,0.2983285,0.70167154
6330,ENSG00000177272,0.2984281,0.70157194
14014,ENSG00000169884,0.2985464,0.70145357
3875,ENSG00000164318,0.29857165,0.70142835
11128,ENSG00000075213,0.29863778,0.7013623
13387,ENSG00000127324,0.2987085,0.70129144
12022,ENSG00000164056,0.2987458,0.7012542
10017,ENSG00000150787,0.29876176,0.7012383
13082,ENSG00000106952,0.2987852,0.7012148
8831,ENSG00000111224,0.29881546,0.7011846
5535,ENSG00000138411,0.29885674,0.70114326
10664,ENSG00000106399,0.2989666,0.70103335
11143,ENSG00000092421,0.29900512,0.70099485
2193,ENSG00000174807,0.29909497,0.70090497
10655,ENSG00000069667,0.2991616,0.7008384
10217,ENSG00000127314,0.2993138,0.70068616
915,ENSG00000117713,0.2996902,0.7003098
11312,ENSG00000107957,0.29976013,0.7002399
13880,ENSG00000100749,0.29977852,0.7002215
12534,ENSG00000118526,0.2999368,0.70006317
6204,ENSG00000137809,0.2999398,0.7000602
12495,ENSG00000177565,0.3001266,0.6998734
1244,ENSG00000112182,0.30014226,0.69985765
7926,ENSG00000196586,0.30015734,0.69984275
7458,ENSG00000008394,0.30019084,0.6998092
13067,ENSG00000146072,0.3006542,0.69934577
14024,ENSG00000143816,0.30069554,0.6993044
6627,ENSG00000111615,0.30069557,0.6993044
11144,ENSG00000167680,0.3007542,0.69924587
4695,ENSG00000094963,0.30088755,0.6991124
8458,ENSG00000099250,0.30096555,0.6990344
4700,ENSG00000102081,0.30103725,0.69896275
11129,ENSG00000012171,0.30116528,0.6988347
7452,ENSG00000198408,0.3013717,0.6986283
13092,ENSG00000107854,0.30138174,0.6986182
3354,ENSG00000198563,0.30164698,0.698353
11924,ENSG00000067066,0.30187395,0.69812596
8434,ENSG00000119508,0.3019514,0.69804865
9365,ENSG00000166689,0.30218816,0.69781184
5779,ENSG00000105707,0.3023151,0.6976849
9750,ENSG00000142875,0.30248627,0.6975137
7680,ENSG00000114686,0.30288234,0.6971176
7867,ENSG00000146085,0.3030301,0.6969699
6059,ENSG00000143621,0.30309987,0.6969001
7136,ENSG00000131711,0.3031335,0.6968665
321,ENSG00000141433,0.30326107,0.6967389
10816,ENSG00000134321,0.303571,0.696429
10288,ENSG00000080839,0.3039612,0.6960389
749,ENSG00000161203,0.30399892,0.6960011
5386,ENSG00000213780,0.30403617,0.6959638
5777,ENSG00000164120,0.304199,0.695801
6376,ENSG00000143603,0.3042139,0.6957861
9404,ENSG00000102007,0.3043272,0.6956728
13060,ENSG00000159958,0.3043647,0.6956353
12023,ENSG00000136158,0.3044931,0.6955069
8735,ENSG00000169313,0.30475515,0.6952448
3866,ENSG00000125266,0.30478346,0.6952165
9528,ENSG00000148606,0.30497882,0.6950212
3339,ENSG00000079785,0.3049798,0.6950202
1382,ENSG00000095585,0.30506843,0.6949316
13407,ENSG00000113312,0.305297,0.694703
2812,ENSG00000187955,0.3053454,0.69465464
3247,ENSG00000173402,0.30536896,0.69463104
14013,ENSG00000135925,0.30539286,0.6946072
12317,ENSG00000101945,0.3055274,0.69447255
9354,ENSG00000166428,0.30561742,0.6943826
4082,ENSG00000143819,0.3056616,0.6943384
7309,ENSG00000146701,0.3057617,0.6942383
6914,ENSG00000157193,0.30579168,0.6942083
9283,ENSG00000134627,0.30584872,0.6941513
12422,ENSG00000162367,0.3059715,0.6940285
4766,ENSG00000138759,0.30599183,0.6940081
2168,ENSG00000156535,0.30610985,0.6938901
10771,ENSG00000083845,0.30612433,0.6938756
2227,ENSG00000196352,0.30647445,0.6935256
7533,ENSG00000167965,0.30650264,0.69349736
11987,ENSG00000269404,0.3065203,0.69347966
2745,ENSG00000133313,0.30652934,0.69347066
5688,ENSG00000179344,0.3065899,0.69341004
6036,ENSG00000103522,0.3067039,0.6932961
3774,ENSG00000007968,0.30674943,0.6932506
8425,ENSG00000177463,0.30708426,0.69291574
11707,ENSG00000124107,0.30709845,0.6929016
2530,ENSG00000100888,0.30738902,0.692611
6650,ENSG00000115919,0.30747327,0.6925267
13257,ENSG00000122779,0.30747357,0.69252646
8331,ENSG00000106100,0.3075676,0.6924324
13503,ENSG00000074966,0.30768654,0.69231343
6202,ENSG00000213949,0.30778134,0.69221866
13588,ENSG00000077152,0.3078823,0.6921177
204,ENSG00000213088,0.307897,0.69210297
1451,ENSG00000112983,0.30805746,0.6919426
1211,ENSG00000109956,0.30814147,0.69185853
13243,ENSG00000173334,0.30818924,0.6918108
5734,ENSG00000197451,0.30828452,0.6917154
4914,ENSG00000172020,0.30848235,0.6915177
2464,ENSG00000087237,0.30863705,0.6913629
8780,ENSG00000180370,0.30866808,0.6913319
4114,ENSG00000225830,0.30870298,0.691297
4242,ENSG00000181104,0.30871537,0.69128466
9854,ENSG00000185198,0.30873778,0.6912622
7927,ENSG00000137474,0.30876684,0.69123316
6060,ENSG00000129351,0.30885914,0.69114083
2885,ENSG00000132423,0.3090964,0.6909036
11537,ENSG00000059804,0.30915296,0.69084704
6770,ENSG00000100600,0.30915582,0.6908442
3927,ENSG00000178982,0.30931216,0.6906879
11442,ENSG00000141526,0.30942264,0.6905774
13634,ENSG00000130717,0.30942342,0.69057655
9396,ENSG00000173846,0.30949116,0.69050884
5821,ENSG00000099377,0.3094932,0.6905068
6013,ENSG00000164136,0.3095102,0.6904898
10053,ENSG00000100504,0.30960056,0.69039935
2671,ENSG00000166523,0.30960992,0.69039005
9737,ENSG00000139174,0.3098543,0.6901456
12087,ENSG00000161547,0.3102054,0.68979454
11271,ENSG00000104205,0.31036833,0.68963164
4156,ENSG00000164283,0.31043336,0.68956673
2221,ENSG00000117335,0.31052694,0.68947303
13231,ENSG00000163519,0.31057832,0.68942165
4038,ENSG00000197594,0.3106784,0.6893216
13364,ENSG00000145777,0.31075284,0.6892472
2732,ENSG00000134326,0.31077254,0.68922746
1359,ENSG00000134107,0.31082574,0.68917423
9941,ENSG00000171611,0.31131375,0.68868625
13569,ENSG00000182247,0.31151733,0.68848264
10657,ENSG00000143365,0.31166005,0.68834
5030,ENSG00000157017,0.31179348,0.68820655
13675,ENSG00000107731,0.31185257,0.6881474
1115,ENSG00000152234,0.31198093,0.6880191
9910,ENSG00000099341,0.3122825,0.6877175
5851,ENSG00000152137,0.3124314,0.6875686
5365,ENSG00000213366,0.31255662,0.68744344
11350,ENSG00000196470,0.31263655,0.68736345
13299,ENSG00000071539,0.31286746,0.68713254
176,ENSG00000076555,0.31291175,0.68708825
183,ENSG00000122971,0.31312668,0.6868733
13917,ENSG00000106299,0.3131664,0.6868336
3476,ENSG00000101191,0.31322733,0.6867727
7383,ENSG00000111142,0.31327546,0.6867246
6524,ENSG00000183853,0.31379667,0.6862033
4500,ENSG00000165140,0.31384665,0.68615335
6046,ENSG00000185291,0.31444818,0.68555176
2952,ENSG00000165934,0.31455913,0.6854409
6598,ENSG00000118058,0.31466264,0.68533736
9120,ENSG00000142657,0.31469825,0.6853017
3881,ENSG00000122877,0.31496993,0.6850301
11835,ENSG00000125870,0.31532297,0.684677
1925,ENSG00000137757,0.31542745,0.6845726
12671,ENSG00000130775,0.31558478,0.6844152
5141,ENSG00000172380,0.3157615,0.6842385
11019,ENSG00000136531,0.31604734,0.68395275
7960,ENSG00000121579,0.3160738,0.6839262
10679,ENSG00000142676,0.3161292,0.6838708
6785,ENSG00000105486,0.31625566,0.6837444
6159,ENSG00000134070,0.31656027,0.68343973
11101,ENSG00000106803,0.31657782,0.68342215
13201,ENSG00000009790,0.31668282,0.6833172
13565,ENSG00000131508,0.31674272,0.6832573
836,ENSG00000143761,0.3168484,0.6831516
10624,ENSG00000063978,0.31702194,0.6829781
10289,ENSG00000103479,0.31714755,0.68285245
6018,ENSG00000177663,0.31720102,0.6827989
9251,ENSG00000276231,0.31720325,0.6827968
5122,ENSG00000120063,0.3172089,0.6827911
1724,ENSG00000197405,0.31727394,0.6827261
3361,ENSG00000105671,0.31751677,0.6824832
2381,ENSG00000170835,0.3176109,0.68238914
4847,ENSG00000155760,0.31762922,0.6823707
9201,ENSG00000105229,0.31781015,0.6821899
5737,ENSG00000152795,0.3178827,0.68211734
11738,ENSG00000072501,0.31795806,0.68204194
2191,ENSG00000122223,0.31837496,0.68162507
1400,ENSG00000153162,0.31844464,0.68155533
5433,ENSG00000105968,0.31857914,0.6814209
6419,ENSG00000073614,0.3185878,0.6814122
4263,ENSG00000134824,0.31882128,0.68117875
7354,ENSG00000068305,0.31887084,0.68112916
1434,ENSG00000101425,0.31901795,0.6809821
10143,ENSG00000276600,0.31930056,0.68069947
4826,ENSG00000114416,0.31942093,0.6805791
6534,ENSG00000155090,0.31950787,0.68049216
12273,ENSG00000107882,0.3195868,0.6804132
3518,ENSG00000100206,0.31961453,0.6803855
7333,ENSG00000042429,0.3197012,0.68029875
13104,ENSG00000111077,0.31977168,0.68022835
11944,ENSG00000113140,0.31980255,0.6801974
5429,ENSG00000197540,0.31984678,0.6801533
9460,ENSG00000115946,0.3199242,0.6800758
283,ENSG00000151388,0.31993178,0.68006825
4095,ENSG00000151491,0.31994614,0.68005383
3098,ENSG00000066032,0.3202244,0.67977566
13950,ENSG00000136918,0.32049572,0.6795043
2226,ENSG00000143119,0.32050043,0.67949957
5055,ENSG00000187513,0.3205304,0.6794696
5684,ENSG00000231389,0.3207389,0.6792611
13683,ENSG00000005007,0.32084143,0.67915857
1174,ENSG00000124788,0.32090148,0.67909855
4658,ENSG00000119782,0.3209064,0.6790936
13478,ENSG00000131462,0.3209674,0.6790326
2185,ENSG00000091972,0.32133824,0.6786617
8420,ENSG00000126368,0.32145905,0.6785409
9954,ENSG00000110958,0.32151446,0.6784855
2840,ENSG00000144810,0.32157442,0.67842555
11749,ENSG00000157106,0.32183576,0.67816424
12699,ENSG00000066056,0.3219945,0.67800546
12591,ENSG00000129566,0.32214737,0.67785263
5319,ENSG00000155511,0.32222876,0.6777712
9929,ENSG00000169403,0.3223751,0.67762494
2657,ENSG00000132514,0.32261762,0.6773824
13516,ENSG00000091164,0.3227972,0.6772029
4579,ENSG00000079459,0.32285395,0.67714614
3797,ENSG00000104823,0.32290238,0.6770976
10253,ENSG00000172575,0.32320285,0.6767972
3926,ENSG00000104131,0.32321543,0.6767846
8997,ENSG00000138735,0.32341468,0.6765853
5823,ENSG00000119471,0.32343408,0.676566
4141,ENSG00000134398,0.3236113,0.6763886
269,ENSG00000137845,0.32384503,0.67615503
3460,ENSG00000005100,0.32390347,0.67609656
3892,ENSG00000204371,0.3241223,0.67587775
4848,ENSG00000177283,0.32412955,0.6758705
12676,ENSG00000125676,0.3242665,0.6757335
7931,ENSG00000141052,0.32440156,0.67559844
7695,ENSG00000135900,0.32455617,0.67544377
3348,ENSG00000174243,0.32455647,0.6754435
2829,ENSG00000081052,0.32481927,0.67518073
6674,ENSG00000135862,0.325042,0.674958
3455,ENSG00000109606,0.32509175,0.67490834
10175,ENSG00000111247,0.325216,0.674784
